TransactionID,AccountID,Timestamp,TransactionType,TransactionAmount,AccountBalance
29857,6131,2018-09-22 00:57:38,transfer,1631.17,12064.08
3559,2599,2018-09-22 01:14:44,deposit,412.28,39823.17
3166,5366,2018-09-22 01:24:41,deposit,2455.99,62037.77
25596,1443,2018-09-22 06:38:03,withdrawal,2247.76,42425.4
25759,9342,2018-09-22 11:44:15,transfer,1851.9,6285.1
15349,8594,2018-09-22 12:01:44,payment,1139.21,35521.74
28265,5947,2018-09-22 12:08:26,withdrawal,3784.74,3258.58
31705,9078,2018-09-22 12:26:12,deposit,2605.4,72597.74
35850,1023,2018-09-22 15:13:00,transfer,1612.63,30527.95
22938,8602,2018-09-22 16:05:16,transfer,3987.45,38127.08
15117,5668,2018-09-22 16:53:47,transfer,3353.23,95986.76
26760,9920,2018-09-22 17:19:25,payment,1877.17,90528.49
11651,7974,2018-09-22 17:44:51,deposit,1796.61,42229.21
34641,2008,2018-09-22 20:44:16,payment,4849.39,3655.13
23876,5428,2018-09-22 21:01:53,payment,2843.68,28369.39
4121,4441,2018-09-23 01:17:15,deposit,1467.47,49864.38
7787,7152,2018-09-23 03:07:35,deposit,1710.33,5924.73
10009,8381,2018-09-23 04:46:30,transfer,3814.98,74719.91
25116,4724,2018-09-23 08:07:23,deposit,3765.56,74963.55
8731,7138,2018-09-23 09:46:44,payment,881.27,79627.63
21461,2319,2018-09-23 10:23:46,payment,3601.51,16616.86
25708,2682,2018-09-23 11:03:28,withdrawal,748.38,13584.28
35135,6330,2018-09-23 14:00:09,deposit,844.02,41036.56
23264,5739,2018-09-23 14:51:03,payment,904.0,66632.07
8193,7178,2018-09-23 18:10:29,transfer,1675.71,78274.15
19498,8704,2018-09-23 20:19:26,withdrawal,4572.88,76381.96
3263,7204,2018-09-23 21:25:20,deposit,2096.94,8674.42
27235,8040,2018-09-23 21:29:39,deposit,1615.29,95363.55
7961,7943,2018-09-23 22:01:36,withdrawal,4394.53,78560.49
18561,2552,2018-09-23 22:36:47,payment,3901.24,41527.22
29405,5604,2018-09-23 23:18:41,deposit,2658.87,44643.54
16193,3923,2018-09-24 01:00:22,deposit,4659.68,1491.54
5156,7367,2018-09-24 04:25:31,deposit,1505.53,66784.14
30129,6250,2018-09-24 07:05:41,transfer,4114.59,74107.83
17370,7755,2018-09-24 07:14:53,transfer,1088.08,82868.76
2157,4376,2018-09-24 09:14:00,payment,710.72,83204.71
4006,7814,2018-09-24 09:51:21,transfer,1341.6,14394.83
8025,2682,2018-09-24 16:59:10,withdrawal,1151.19,69306.85
13683,8073,2018-09-24 18:17:05,deposit,4218.5,43886.56
7189,8150,2018-09-24 20:39:09,deposit,2510.18,66526.27
37062,1668,2018-09-24 20:51:21,payment,3207.31,55936.05
16794,8151,2018-09-24 20:52:42,withdrawal,3529.6,89756.05
7437,5806,2018-09-25 00:37:26,deposit,1054.32,53855.58
17936,4059,2018-09-25 02:13:19,transfer,3935.01,19852.76
8143,4140,2018-09-25 03:29:17,withdrawal,3224.64,8723.47
17335,5513,2018-09-25 04:48:56,transfer,1004.02,25523.46
26462,2373,2018-09-25 06:48:43,transfer,22.37,49782.05
15033,3734,2018-09-25 09:16:15,withdrawal,207.31,97467.68
21829,1261,2018-09-25 12:19:54,payment,3745.53,99705.82
810,3634,2018-09-25 15:32:08,transfer,567.08,94414.44
35937,4239,2018-09-25 16:43:28,payment,3677.8,71661.95
16924,4513,2018-09-25 21:31:55,payment,3635.34,82637.48
23577,4497,2018-09-26 01:01:19,payment,1269.56,34371.49
27998,4670,2018-09-26 03:44:04,deposit,1415.08,5562.89
8591,3318,2018-09-26 06:23:59,deposit,4236.93,83382.51
317,9004,2018-09-26 07:59:11,transfer,2045.36,46820.31
16525,1417,2018-09-26 10:57:10,payment,2772.72,34857.73
23775,5551,2018-09-26 11:11:14,payment,3364.8,22613.1
3367,9226,2018-09-26 11:54:08,deposit,1623.23,54516.72
26143,3495,2018-09-26 13:24:53,transfer,3795.85,99934.76
16226,4254,2018-09-26 14:02:52,deposit,4726.85,33060.38
34220,2659,2018-09-26 14:38:02,withdrawal,2796.25,39295.5
7843,3644,2018-09-26 15:43:43,withdrawal,337.14,6773.02
33072,7220,2018-09-26 17:19:31,transfer,863.32,82703.48
16922,3842,2018-09-26 19:09:54,withdrawal,815.13,52409.64
4602,6172,2018-09-26 20:00:19,deposit,3917.15,5733.48
8215,9151,2018-09-26 21:38:02,deposit,1897.93,44438.57
35860,7269,2018-09-26 22:26:13,deposit,3805.34,27511.06
29474,5316,2018-09-26 22:40:57,withdrawal,1720.22,13582.27
31564,1421,2018-09-27 01:03:47,payment,4008.94,96537.44
18554,4826,2018-09-27 03:10:41,withdrawal,2451.52,32739.53
7966,6394,2018-09-27 03:18:29,transfer,155.82,32391.69
16589,3805,2018-09-27 06:29:53,payment,217.68,62602.99
21223,9537,2018-09-27 07:32:32,deposit,4255.67,49736.16
11797,4502,2018-09-27 08:23:39,withdrawal,1125.98,79260.81
23020,7062,2018-09-27 10:10:21,withdrawal,3255.98,62353.77
7994,6132,2018-09-27 10:53:51,deposit,1574.89,89892.76
171,6539,2018-09-27 14:20:27,transfer,3388.14,76563.28
29253,5034,2018-09-27 16:06:44,deposit,175.35,33573.29
5469,2865,2018-09-27 16:21:30,transfer,4224.48,92156.26
31429,4070,2018-09-27 18:00:05,withdrawal,4678.51,73465.22
36526,4690,2018-09-27 18:30:27,deposit,3087.61,54385.13
22728,2829,2018-09-27 19:36:58,payment,428.59,3782.28
36642,1714,2018-09-27 23:18:00,deposit,4949.0,45619.81
23821,1080,2018-09-28 02:59:12,payment,1892.98,68398.71
18995,3478,2018-09-28 04:06:30,deposit,4249.16,15781.07
22535,7726,2018-09-28 04:11:00,transfer,3057.07,17634.7
34267,6468,2018-09-28 04:16:04,withdrawal,2550.09,19739.45
12174,5500,2018-09-28 08:18:57,withdrawal,4939.93,37019.68
33322,2195,2018-09-28 08:41:36,withdrawal,2726.75,90080.32
14896,4570,2018-09-28 09:06:13,withdrawal,343.94,32952.9
13505,7075,2018-09-28 10:58:53,withdrawal,605.96,42356.59
20066,5610,2018-09-28 15:25:36,withdrawal,2134.79,63696.5
9639,5940,2018-09-28 19:19:09,payment,2189.45,35001.76
5474,3877,2018-09-29 00:48:45,transfer,3508.12,18463.43
10449,5351,2018-09-29 01:14:03,transfer,2380.43,90237.99
35764,8477,2018-09-29 04:35:47,transfer,3495.68,33630.9
9915,4654,2018-09-29 07:47:11,deposit,2258.03,94393.49
3396,2843,2018-09-29 07:52:53,transfer,4980.79,32287.36
22417,2823,2018-09-29 08:42:24,deposit,4967.83,36658.03
4719,6992,2018-09-29 12:04:59,deposit,2176.88,21668.12
11236,4998,2018-09-29 12:37:25,payment,2551.57,45456.74
20503,5259,2018-09-29 14:31:05,payment,323.5,77214.83
7454,9089,2018-09-29 15:02:53,deposit,3020.42,81735.47
17850,6755,2018-09-29 15:18:30,payment,4211.57,44684.79
34321,7523,2018-09-29 15:52:22,transfer,3211.4,28123.5
347,5088,2018-09-29 17:31:21,payment,3175.83,16271.87
27926,3732,2018-09-29 21:50:41,deposit,1081.14,15692.15
4129,4617,2018-09-30 06:03:55,payment,1479.82,87470.06
37302,5289,2018-09-30 07:21:22,deposit,1631.54,16180.59
4079,8094,2018-09-30 09:47:13,payment,3843.14,46817.98
3597,3954,2018-09-30 10:30:39,transfer,1149.9,99612.5
13351,9109,2018-09-30 12:38:08,transfer,4506.04,93582.81
17711,2061,2018-09-30 18:11:49,payment,703.48,11702.66
10845,4793,2018-09-30 18:13:41,deposit,644.94,42906.43
6669,3025,2018-09-30 18:27:16,payment,760.75,26597.41
5294,1694,2018-09-30 22:29:29,withdrawal,110.21,67082.98
2050,7642,2018-09-30 22:59:00,payment,409.55,77975.99
11026,4372,2018-09-30 23:37:59,transfer,2832.77,97339.12
5094,5362,2018-10-01 00:49:01,transfer,590.74,31542.03
32965,6396,2018-10-01 02:00:46,deposit,4968.77,54138.92
20717,4987,2018-10-01 02:53:04,deposit,547.66,44379.13
26877,9033,2018-10-01 04:46:30,deposit,3216.23,21164.31
17700,7287,2018-10-01 06:37:01,payment,4373.76,20171.83
23571,3036,2018-10-01 07:53:01,payment,1332.3,18991.37
36325,2294,2018-10-01 08:40:19,payment,4123.08,11572.94
9250,1084,2018-10-01 10:57:52,payment,1538.97,3234.25
30012,5134,2018-10-01 13:17:07,transfer,4478.24,73395.6
4604,5915,2018-10-01 15:41:40,transfer,1851.79,38196.74
13321,9041,2018-10-01 18:34:16,deposit,3407.99,71655.68
30180,2105,2018-10-01 23:16:27,withdrawal,2313.46,20743.31
14631,2898,2018-10-02 05:02:30,withdrawal,4396.48,32014.46
14789,5539,2018-10-02 05:47:37,transfer,437.55,3983.08
7392,4298,2018-10-02 07:45:34,withdrawal,124.46,81781.25
2119,3218,2018-10-02 10:10:47,payment,418.24,33187.44
924,6188,2018-10-02 10:22:59,deposit,3999.48,7005.57
13801,8813,2018-10-02 11:04:34,transfer,4473.44,39125.1
2006,9261,2018-10-02 11:32:28,withdrawal,3797.23,85926.93
3886,8091,2018-10-02 11:38:26,deposit,4671.59,94269.08
22470,3763,2018-10-02 12:51:08,withdrawal,3240.9,31109.47
26268,7239,2018-10-02 13:40:30,transfer,2693.62,26319.96
180,1514,2018-10-02 14:28:32,payment,688.47,50794.62
5458,4478,2018-10-02 15:52:41,transfer,1955.2,21731.58
22222,6810,2018-10-02 17:21:36,transfer,3711.15,82284.41
35286,3125,2018-10-02 20:16:08,payment,3388.39,36875.66
28034,9871,2018-10-02 20:43:54,transfer,51.86,32123.41
8734,4244,2018-10-02 21:59:03,deposit,2271.38,54281.93
17105,4950,2018-10-02 22:17:52,payment,384.98,94824.66
16751,8096,2018-10-03 00:38:10,payment,4040.79,15837.49
3416,7581,2018-10-03 01:12:52,transfer,2831.34,99197.08
12902,9838,2018-10-03 04:18:34,payment,1358.15,35838.21
29091,9116,2018-10-03 13:25:59,deposit,4235.72,88014.15
34590,4353,2018-10-03 16:52:17,deposit,994.27,89461.07
23700,9700,2018-10-04 04:45:12,withdrawal,1024.14,16827.26
32667,1189,2018-10-04 05:45:03,transfer,3226.21,20663.31
35249,9205,2018-10-04 13:13:14,deposit,2545.52,10347.16
27584,5278,2018-10-04 13:22:06,transfer,4666.25,46708.03
3601,3897,2018-10-04 15:11:21,deposit,706.98,21382.44
35938,3741,2018-10-04 15:37:33,deposit,1382.87,78700.32
36132,5373,2018-10-04 18:57:53,deposit,4201.96,92700.31
14303,4380,2018-10-04 20:35:33,deposit,421.47,1788.24
10296,6244,2018-10-04 20:42:30,withdrawal,4891.37,43065.81
31917,5752,2018-10-04 21:30:05,payment,714.53,96088.45
11752,3400,2018-10-04 22:56:53,transfer,4290.12,23909.1
23885,7187,2018-10-04 23:22:08,transfer,812.38,56470.3
11947,2889,2018-10-05 00:59:20,transfer,1671.05,6763.98
20604,9553,2018-10-05 01:17:58,transfer,3447.01,71443.37
4350,6742,2018-10-05 04:39:21,payment,3157.66,42411.23
9071,4081,2018-10-05 04:44:39,withdrawal,4433.06,74551.33
8519,5940,2018-10-05 13:01:54,payment,2287.13,19434.12
388,5279,2018-10-05 13:28:53,transfer,888.02,41891.41
36461,2496,2018-10-05 15:26:05,deposit,2303.74,90112.27
32261,3050,2018-10-05 19:49:33,deposit,2479.49,72456.53
7374,9824,2018-10-05 23:14:48,transfer,3021.27,75776.92
30112,5068,2018-10-06 04:25:43,transfer,946.44,95264.57
1202,3535,2018-10-06 08:35:55,payment,123.91,88495.31
21759,9283,2018-10-06 08:59:19,withdrawal,317.21,53947.57
31312,9853,2018-10-06 10:42:43,payment,4500.8,44167.66
18246,1213,2018-10-06 10:59:05,transfer,3298.86,48444.38
22205,4744,2018-10-06 16:59:49,deposit,3289.66,90726.88
19027,1569,2018-10-06 17:04:00,payment,1024.25,44540.37
970,8237,2018-10-07 01:18:15,withdrawal,2380.78,59.48
32797,6886,2018-10-07 02:37:46,payment,2914.48,33888.77
30122,4617,2018-10-07 03:42:57,payment,1649.02,56662.37
11581,2633,2018-10-07 06:33:05,transfer,545.75,39185.1
31758,2771,2018-10-07 07:39:23,withdrawal,2028.79,99514.69
6017,4907,2018-10-07 09:13:29,payment,663.22,41289.19
5548,7350,2018-10-07 09:54:05,payment,247.5,38396.86
34695,4780,2018-10-07 11:46:57,withdrawal,4216.43,72998.89
6294,4693,2018-10-07 13:20:49,withdrawal,1599.28,66775.6
22848,8394,2018-10-07 13:57:36,withdrawal,974.77,48942.96
5884,5375,2018-10-07 18:37:00,transfer,4978.23,45257.0
26429,7811,2018-10-07 18:55:56,withdrawal,584.65,85480.89
20707,1170,2018-10-07 20:31:11,withdrawal,3874.05,61725.01
18777,8289,2018-10-07 22:58:59,transfer,1034.78,34951.51
28906,6074,2018-10-08 01:27:38,withdrawal,3226.91,21382.18
17981,1223,2018-10-08 01:56:03,payment,2310.13,93293.67
12991,6586,2018-10-08 03:57:07,deposit,4543.56,63008.29
21847,7599,2018-10-08 06:51:44,deposit,2102.72,68157.26
10045,8018,2018-10-08 07:14:56,payment,3820.7,16299.43
6141,4433,2018-10-08 08:09:20,payment,2332.41,41658.56
6330,9131,2018-10-08 10:46:05,deposit,264.5,25285.06
24388,9971,2018-10-08 11:41:50,payment,4692.22,41651.36
4507,6792,2018-10-08 12:07:15,transfer,3673.31,77000.44
33821,6982,2018-10-08 12:41:30,transfer,3236.01,38531.83
11506,4625,2018-10-08 13:32:48,deposit,4202.84,71370.82
25558,5772,2018-10-08 14:27:51,payment,1620.51,92502.97
28431,5590,2018-10-08 14:58:36,deposit,824.21,70320.38
18527,1869,2018-10-08 15:43:55,deposit,1145.06,99690.5
5008,5920,2018-10-08 18:49:24,transfer,4237.89,62726.52
17204,6723,2018-10-08 21:22:51,withdrawal,1908.07,66185.73
12376,7657,2018-10-08 21:38:58,deposit,3754.89,59726.27
1924,8932,2018-10-08 22:14:47,withdrawal,1778.11,1689.87
34770,2739,2018-10-09 00:58:41,deposit,3682.14,30712.25
26814,7183,2018-10-09 02:41:46,transfer,187.31,15941.33
16577,9741,2018-10-09 04:52:32,transfer,3655.08,3953.12
3475,7102,2018-10-09 05:03:18,transfer,4190.94,95715.69
24079,9568,2018-10-09 05:24:46,payment,3743.97,77701.05
8254,6679,2018-10-09 07:42:22,withdrawal,3114.08,48977.13
34816,5690,2018-10-09 10:46:01,transfer,1944.35,28262.21
32435,5832,2018-10-09 11:21:44,transfer,1386.94,36002.99
12358,1506,2018-10-09 12:34:04,payment,3868.41,58563.18
5593,9856,2018-10-09 13:06:18,transfer,331.21,57790.21
4815,7304,2018-10-09 14:42:37,payment,3847.44,49706.65
28290,7108,2018-10-09 16:30:52,transfer,1613.45,41878.98
1618,6372,2018-10-09 18:34:50,withdrawal,3309.53,44007.67
26847,3790,2018-10-09 18:53:33,transfer,4189.66,45543.81
24920,2247,2018-10-09 20:56:42,transfer,2309.15,97703.03
34882,6528,2018-10-09 23:09:41,deposit,4931.8,66191.22
29246,6478,2018-10-09 23:12:32,deposit,4448.18,12381.57
12010,8515,2018-10-10 00:13:43,deposit,4896.26,31577.87
12378,8703,2018-10-10 01:34:19,payment,3573.72,53912.99
9524,8244,2018-10-10 03:42:24,deposit,3359.05,71726.89
11246,7716,2018-10-10 07:15:00,deposit,3866.75,64759.93
26731,9167,2018-10-10 07:57:24,transfer,2920.29,17853.92
23519,7161,2018-10-10 08:53:38,withdrawal,2937.36,11509.63
22670,9790,2018-10-10 11:31:46,payment,1734.66,16809.02
24328,1649,2018-10-10 12:58:49,deposit,300.5,17711.52
9865,2428,2018-10-10 13:14:40,withdrawal,3465.17,27964.14
31836,9474,2018-10-10 14:01:48,payment,3978.13,69813.08
36689,2113,2018-10-10 16:30:11,transfer,1420.15,3782.25
34060,5898,2018-10-10 16:31:28,deposit,3931.2,28346.54
30336,8607,2018-10-10 17:13:34,withdrawal,1556.97,74981.38
30706,3065,2018-10-10 18:52:32,withdrawal,4597.26,7353.12
25798,2003,2018-10-10 23:02:21,transfer,1549.85,87618.52
6771,8250,2018-10-10 23:38:04,withdrawal,565.09,45592.01
1291,6129,2018-10-10 23:51:15,deposit,1985.22,92083.92
2331,5379,2018-10-11 00:54:59,deposit,1288.78,47168.95
13679,5214,2018-10-11 06:58:45,withdrawal,2266.23,46097.11
21450,5522,2018-10-11 10:46:27,payment,1884.15,5588.76
36994,2868,2018-10-11 11:14:14,deposit,829.2,97579.29
7066,7447,2018-10-11 12:05:43,deposit,3005.19,4054.56
20597,4833,2018-10-11 14:14:54,withdrawal,2022.48,51602.52
34478,4878,2018-10-11 14:26:13,transfer,211.68,26033.09
31021,4764,2018-10-11 14:41:22,withdrawal,225.79,86394.84
25153,6432,2018-10-11 18:17:23,withdrawal,4220.39,39970.1
8217,5473,2018-10-11 20:11:23,transfer,2814.59,50448.5
277,7484,2018-10-11 21:02:26,transfer,3991.68,92109.39
22390,5603,2018-10-11 21:46:01,withdrawal,55.52,51135.74
20305,4628,2018-10-12 02:47:14,transfer,3048.3,88178.0
23443,5018,2018-10-12 02:54:19,transfer,4873.14,51867.13
27975,6402,2018-10-12 03:00:34,payment,1070.88,41887.44
25530,1356,2018-10-12 05:01:51,withdrawal,3148.5,80437.64
13821,4229,2018-10-12 09:09:29,payment,878.38,55860.09
20710,3058,2018-10-12 10:05:39,deposit,4502.68,7255.22
25539,5934,2018-10-12 10:54:58,payment,2501.62,25440.98
29647,5512,2018-10-12 13:12:04,deposit,297.06,47426.67
6943,2375,2018-10-12 13:37:40,payment,3365.37,99556.91
28981,1219,2018-10-12 14:48:56,withdrawal,2338.55,59478.06
22402,6799,2018-10-12 17:30:52,transfer,234.75,6176.93
8803,8785,2018-10-12 21:44:48,payment,2404.45,50027.45
15070,7087,2018-10-13 02:55:36,transfer,4725.86,46312.92
34975,6114,2018-10-13 03:25:13,payment,3299.43,69633.43
16389,7132,2018-10-13 05:37:25,withdrawal,1726.44,50112.49
21370,7691,2018-10-13 05:45:05,transfer,1472.99,76697.08
5843,9125,2018-10-13 09:38:26,payment,468.7,19572.35
28175,4647,2018-10-13 09:53:52,payment,1175.73,75811.89
1542,9576,2018-10-13 12:15:21,payment,535.28,59802.22
737,1986,2018-10-13 13:09:54,payment,1962.83,59705.91
35162,7729,2018-10-13 21:00:04,withdrawal,3711.56,22501.52
9439,6996,2018-10-13 23:50:17,payment,5.53,7948.72
29110,3053,2018-10-14 02:33:55,transfer,368.83,63445.84
12257,5189,2018-10-14 02:45:48,payment,1573.42,61084.85
19604,1610,2018-10-14 04:59:53,payment,3501.83,87473.36
7519,7101,2018-10-14 10:13:28,deposit,3935.09,65679.59
20094,4222,2018-10-14 12:35:28,deposit,2048.38,56924.25
11974,1356,2018-10-14 14:23:10,deposit,3113.35,91452.92
4692,9630,2018-10-14 15:38:52,transfer,1786.6,19733.25
7535,8251,2018-10-14 15:55:19,deposit,4202.37,29863.61
2721,3174,2018-10-14 20:21:17,deposit,4492.9,75972.69
28568,8575,2018-10-14 21:35:12,transfer,2066.26,91357.84
25702,5296,2018-10-14 23:00:29,payment,217.77,27916.38
30922,2388,2018-10-14 23:05:01,transfer,3553.88,29748.04
33773,7299,2018-10-15 00:15:27,transfer,1086.73,80586.11
27577,4493,2018-10-15 01:32:38,deposit,4881.31,28343.23
3195,6435,2018-10-15 02:28:16,withdrawal,1772.77,4283.46
12557,9070,2018-10-15 02:28:50,deposit,3415.14,5172.22
16381,4889,2018-10-15 03:23:07,withdrawal,367.08,53450.32
37039,2815,2018-10-15 04:48:17,payment,71.84,45380.84
22058,3723,2018-10-15 05:11:54,payment,4602.31,41366.85
36037,4869,2018-10-15 06:14:24,transfer,2575.89,53121.57
16828,7136,2018-10-15 06:31:21,transfer,157.66,60894.26
408,6967,2018-10-15 07:12:28,withdrawal,55.18,10038.67
34458,6587,2018-10-15 07:45:40,deposit,3003.69,58843.27
10022,4436,2018-10-15 08:28:17,withdrawal,143.57,8100.09
1700,7044,2018-10-15 08:59:25,deposit,2748.1,13915.92
17407,2743,2018-10-15 09:12:44,transfer,1460.26,41432.48
1435,3147,2018-10-15 09:45:28,deposit,699.12,26922.28
25163,2359,2018-10-15 10:45:08,transfer,2007.16,88715.22
31409,2132,2018-10-15 17:03:31,transfer,4987.0,8475.13
6808,2594,2018-10-15 23:29:50,payment,2132.17,30074.7
9403,2827,2018-10-15 23:48:40,transfer,2799.91,65177.46
1397,5128,2018-10-16 01:54:36,deposit,2155.01,50579.56
4513,4271,2018-10-16 03:39:23,withdrawal,458.02,6227.58
25299,3477,2018-10-16 09:28:07,deposit,1671.45,25981.25
14520,1633,2018-10-16 11:56:38,withdrawal,2169.21,87480.29
34890,4141,2018-10-16 13:25:02,transfer,820.13,32881.5
7801,8615,2018-10-16 14:22:16,transfer,190.06,64969.55
15324,2203,2018-10-16 16:04:09,payment,4462.66,52670.17
23393,4845,2018-10-16 16:45:17,withdrawal,3636.35,56466.01
15538,1596,2018-10-16 17:02:04,payment,3270.06,2011.82
5866,5302,2018-10-16 17:04:32,deposit,2214.03,85976.16
36082,6608,2018-10-16 20:51:03,withdrawal,3545.47,65574.79
33349,9612,2018-10-16 23:25:26,deposit,2033.54,60602.15
16846,4640,2018-10-16 23:43:25,withdrawal,3393.46,30309.03
13589,4022,2018-10-17 05:55:09,transfer,48.78,84352.24
10025,7066,2018-10-17 07:31:19,deposit,3680.67,62298.35
9559,7594,2018-10-17 07:44:15,payment,3485.76,34840.94
14713,6594,2018-10-17 09:57:12,deposit,2752.91,51714.6
8148,8037,2018-10-17 12:52:55,withdrawal,4605.43,49388.49
19632,6527,2018-10-17 13:33:59,deposit,501.75,74371.43
32907,9984,2018-10-17 14:18:41,deposit,3268.93,49895.08
35719,8112,2018-10-17 19:58:12,payment,4907.73,89545.68
2957,3458,2018-10-17 22:52:32,deposit,3645.18,20329.36
12073,8133,2018-10-17 22:53:46,deposit,746.33,72576.55
25573,3556,2018-10-18 04:31:16,transfer,1053.71,43555.87
30107,5214,2018-10-18 05:40:31,withdrawal,122.24,18951.87
15103,5417,2018-10-18 07:33:43,deposit,932.84,4757.3
11231,8225,2018-10-18 11:31:14,withdrawal,3980.07,61821.46
28857,6932,2018-10-18 13:18:51,transfer,3257.14,9711.16
23722,1947,2018-10-18 13:33:45,payment,904.52,90453.93
11356,8973,2018-10-18 13:58:23,deposit,667.81,16825.73
14060,3120,2018-10-18 23:11:57,deposit,4923.44,45204.99
17171,1908,2018-10-18 23:35:52,payment,2137.75,14970.47
23886,9063,2018-10-19 00:17:36,deposit,4419.54,35648.28
30522,5230,2018-10-19 06:35:29,withdrawal,2314.08,23469.36
3055,9780,2018-10-19 07:14:04,payment,3284.12,93096.95
19705,1768,2018-10-19 21:33:04,payment,4889.26,87486.73
7724,1406,2018-10-20 01:22:29,payment,3741.45,20002.81
19236,9555,2018-10-20 01:30:41,withdrawal,2409.97,30820.23
22134,7991,2018-10-20 03:06:25,deposit,1879.13,42995.71
7639,9622,2018-10-20 04:09:12,transfer,282.61,22252.88
5697,8326,2018-10-20 04:41:09,deposit,2240.41,60872.76
25512,7771,2018-10-20 06:36:01,deposit,1706.56,50944.0
12785,3086,2018-10-20 13:34:51,deposit,2713.96,28814.79
11454,9031,2018-10-20 14:54:21,transfer,1998.13,60474.05
10069,7891,2018-10-20 15:31:31,withdrawal,2518.38,20240.05
32822,5205,2018-10-20 17:29:25,deposit,684.76,20525.63
1234,3578,2018-10-20 18:26:04,payment,156.64,36009.54
2886,9791,2018-10-20 21:19:12,payment,4703.98,61394.81
22259,9071,2018-10-21 01:58:09,payment,536.46,95973.29
26375,2288,2018-10-21 03:00:14,payment,900.39,20052.26
19331,1103,2018-10-21 04:05:08,payment,441.38,62501.42
3894,6273,2018-10-21 08:14:52,withdrawal,2142.86,10745.63
26778,4355,2018-10-21 09:24:37,withdrawal,4353.63,95832.85
14174,6306,2018-10-21 10:11:04,deposit,4082.17,23904.05
29568,5075,2018-10-21 10:36:47,deposit,1822.25,83784.22
20136,2364,2018-10-21 12:01:44,transfer,374.87,96801.9
1368,9214,2018-10-21 12:53:29,withdrawal,4545.25,14877.97
28401,2698,2018-10-21 17:50:20,withdrawal,2192.08,27091.53
32401,7632,2018-10-21 19:14:47,withdrawal,2396.95,57930.67
17798,9450,2018-10-21 22:01:38,transfer,3054.3,72363.78
8395,4559,2018-10-21 23:12:35,transfer,3941.01,13782.41
26845,9900,2018-10-22 00:40:42,payment,3673.96,34584.42
9100,7876,2018-10-22 07:04:18,withdrawal,1891.6,82020.77
7732,4103,2018-10-22 07:08:00,deposit,706.49,58218.82
1338,6295,2018-10-22 08:14:59,withdrawal,3401.46,80326.0
19613,2050,2018-10-22 10:21:37,withdrawal,104.8,23290.78
36558,3582,2018-10-22 11:53:54,deposit,2228.89,78246.27
22726,8633,2018-10-22 13:13:45,payment,4132.59,36815.28
12537,2907,2018-10-22 13:39:57,withdrawal,3309.16,30342.29
37064,2370,2018-10-22 14:45:30,withdrawal,3629.33,12178.48
21826,6028,2018-10-22 17:42:04,payment,1609.36,73969.22
6791,1913,2018-10-22 19:36:03,withdrawal,4129.62,23865.94
16931,8329,2018-10-22 19:41:46,withdrawal,3109.18,29845.3
3329,9013,2018-10-22 20:43:53,withdrawal,702.48,99522.13
24877,8601,2018-10-22 21:44:19,transfer,4906.47,68961.39
835,1845,2018-10-23 00:00:41,deposit,2492.34,91576.85
23659,5221,2018-10-23 00:27:47,withdrawal,3960.63,40157.16
365,1634,2018-10-23 01:49:20,transfer,4707.38,70407.0
9510,6318,2018-10-23 06:21:26,payment,802.38,79642.0
6493,5742,2018-10-23 07:29:49,transfer,2054.67,15588.5
34768,5466,2018-10-23 07:49:12,withdrawal,3152.83,44642.69
21920,6640,2018-10-23 08:36:31,withdrawal,2210.38,6316.84
14632,1651,2018-10-23 09:20:36,transfer,3896.24,38330.07
30665,6065,2018-10-23 15:44:20,deposit,3403.88,41893.67
31932,3255,2018-10-23 16:50:04,withdrawal,3658.26,62304.42
20502,4267,2018-10-23 17:00:26,withdrawal,2442.86,41456.8
36102,3324,2018-10-23 18:32:30,deposit,2677.73,76746.42
5242,2749,2018-10-23 19:26:15,deposit,2104.26,4071.1
21204,1024,2018-10-23 20:01:24,transfer,2922.62,76524.09
31910,4792,2018-10-23 20:41:58,deposit,1338.57,48960.72
26337,8320,2018-10-23 20:56:07,payment,4257.03,21773.75
1675,3009,2018-10-23 21:02:54,deposit,3950.36,6898.64
15687,1658,2018-10-23 22:05:51,payment,4650.2,76096.54
29740,1631,2018-10-23 22:32:49,transfer,2468.09,43041.51
30436,6381,2018-10-24 00:06:21,payment,4454.14,54856.2
29751,9246,2018-10-24 08:40:10,withdrawal,4644.82,50217.88
19381,9137,2018-10-24 13:51:24,payment,2946.11,43663.79
17514,2641,2018-10-24 16:18:28,deposit,2726.51,39145.4
18663,9970,2018-10-24 16:28:04,deposit,2007.79,76955.4
26295,1480,2018-10-24 17:58:13,transfer,2812.99,39115.49
624,8616,2018-10-24 19:59:52,transfer,2423.13,89909.12
613,2729,2018-10-24 20:02:21,withdrawal,3139.87,81434.51
15401,8478,2018-10-24 20:05:30,transfer,3114.52,15147.12
334,3442,2018-10-24 22:06:18,payment,581.25,40515.84
13452,2490,2018-10-25 01:14:04,payment,2981.22,26439.2
11521,1806,2018-10-25 02:07:10,transfer,3429.59,25831.3
370,6728,2018-10-25 06:00:01,transfer,347.74,36023.72
27142,5096,2018-10-25 06:05:39,deposit,603.71,82629.25
15796,1320,2018-10-25 12:17:57,transfer,1053.1,76555.95
16360,4004,2018-10-25 14:33:12,transfer,4217.57,67708.64
19165,6307,2018-10-25 15:59:25,deposit,4010.78,64356.69
